genes,14,11,16,7,3,24,19,8,12,2,10,51,50,22,18,42,28,35,17,21,52,49,6,27,39,45,20,38,5,43,34,23,36,41,33,1,9,13,47,25,37,4,29,31,30,32,40,48,44,46,26,15
URS000195BD73_9796,771980.2144,720153.9194,703675.1005,645053.2429,586208.7666,662796.9765,605663.8425,388538.5024,638417.8763,676567.0765,579462.2075,391414.3762,340398.8346,665036.3806,621626.8723,525063.0037,394554.2001,560944.5305,696790.0455,506751.3,300642.8118,636376.7662,340292.2234,794220.8775,612105.0684,611440.8285,226313.9696,653627.6371,325808.797,348431.5862,545495.934,254055.0619,539305.0588,683925.6533,822084.1492,35973.66982,453344.5872,518509.8905,740030.0025,255708.6539,348846.4541,735192.6879,711417.1741,305524.4432,770724.8495,623230.4694,784363.147,264331.7381,614421.0907,838851.4154,239719.0266,437551.6972
URS0001955027_9796,54678.30852,75166.5829,49512.18086,100057.5421,99078.16668,117754.8029,148154.3151,272317.1952,97622.63982,57173.33088,218232.1826,328057.0674,227427.1703,70675.81076,82414.83233,224498.5347,214977.5584,92890.12776,119792.5692,301626.1733,281452.3261,63327.15008,223306.4922,60612.93063,163647.8909,138716.8029,158595.341,45661.23316,338874.725,166110.1055,167315.9929,173246.6472,148574.0855,88618.87771,64389.55803,855449.1207,221560.8312,55653.3872,53924.0981,276634.364,176709.3454,87469.68896,64397.37084,216235.9271,78212.30816,196120.587,69880.64809,229800.483,51941.32058,73811.03285,81323.98847,69253.11452
URS0000DFFE33_9796,4606.053164,382.1381947,5525.168812,8373.484999,7429.827294,9619.120078,7572.409805,740.9877791,15875.83636,9013.868445,2510.588885,6551.049192,2965.901683,8403.620014,2583.12776,2805.361226,4246.061819,864.53349,8821.85244,966.9952405,24001.64011,7927.069139,9846.888219,6140.972789,5813.907922,6206.373591,8643.226074,1378.336738,15700.69585,13687.69477,8516.671498,10484.79947,4098.913085,13636.57922,908.843102,321.4827105,6316.199201,9967.159903,8404.836278,8955.501136,24.89039305,11305.15967,4674.43702,6062.689544,11165.64705,6271.269086,9661.881563,7167.333375,6856.034924,2131.054347,4247.808633,2303.318665
URS000196A473_9796,8820.389196,8687.27496,4683.691953,13496.84102,2701.396867,7818.976514,8601.99184,10813.39793,7207.655907,7588.911825,5822.751329,14524.4433,5291.586704,11371.07716,10837.13846,6711.644351,13173.20766,9812.576195,4669.204886,10424.88729,7497.874465,9278.048341,11961.5128,8839.888746,7203.246408,6135.893731,13541.05418,11578.0286,11851.0324,6690.812838,13456.46,8631.934994,17738.9291,11596.75851,5713.857067,1861.67264,28227.95198,9608.144305,10036.46821,11651.92435,19045.29908,6702.478577,6627.504408,9824.179253,13108.68857,6784.807551,14716.05661,10848.16487,12509.97839,6820.753235,9870.511849,6073.936627
URS000197B7CA_9796,1999.108118,619.0638755,0,8.005243785,1100.276972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.857478249,0,0,0,0,0,155.4363108,616.9828087,0,0,0,0,0,0,0,0,0,0,246.3010379,0,0,0,0,0,0,268.7205109
URS0000E0166B_9796,1776.234578,443.2803059,0,0,3898.293142,1467.646458,0,50.2364596,0,0,0,4.426384589,13.06564618,0,0,9.948089453,574.4131248,345.0868973,0,650.7223611,5.755788996,0,0,4.024228564,0,0,636.4557382,3.828713161,0,822.1158327,8.927328614,623.222346,0,428.1105203,260.7984554,1.488345882,636.8184379,0,0,13.3266386,0,0,473.9060574,379.765788,0,0,0,0,0,0,277.0309978,882.9388214
URS0000DF79B8_9796,3471.424232,0,23.81538281,2449.604598,0,152.4827489,0,0,1434.3268,0,0,0,0,0,0,0,0,1692.742044,8.354026932,668.8989633,0,11.92040472,0,8.048457128,0,0,0,0,1334.476772,0,17.85465723,0,0,1725.033567,1738.656369,181.5781976,0,613.9934232,855.9380651,1412.623691,0,712.4312893,301.576582,1003.666725,0,0,426.7936405,1337.444984,0,0,0,1074.882043
URS0001961D90_9796,3511.946694,9584.025924,6334.891827,10598.94277,9334.607858,2350.775713,8627.389499,2901.155542,21082.63913,2198.504499,1966.123825,1974.167527,8205.225802,901.8519039,2074.971479,13449.81694,854.7267297,21.79496193,1946.488275,2021.238172,6906.946795,5304.580101,3716.612907,4185.197707,7187.45847,8594.397098,8721.800856,796.3723375,2520.678347,14819.43865,5035.013338,4435.876698,7322.777309,9191.784701,4955.170652,148.8345882,17155.10894,747.0253316,1438.451471,36061.88404,6894.638874,4415.199175,592.3825717,2400.662303,3471.671773,633.0618636,3959.192069,5589.834163,3546.8554,6269.023954,6063.90073,2508.058101
URS0001979637_9796,3106.722075,840.7040284,0,0,1904.780564,12.70689574,0,502.364596,0,0,0,1504.97076,0,0,0,0,0,879.0634647,0,0,0,0,0,539.2466276,0,0,7213.165033,0,0,0,0,0,0,0,0,101.20752,0,0,0,0,1294.300438,9.374095912,0,0,140.7434502,0,0,0,0,0,307.8122198,0
URS0001972DD1_9796,3066.199613,5166.508393,0,928.6082791,2224.215814,0,0,1595.007592,0,5080.988175,0,0,0,0,0,0,0,1046.158173,0,14.54128181,0,3099.305227,0,651.9250274,0,0,9711.843116,1003.122848,1729.877297,1345.280454,17.85465723,18.330069,0,0,0,0,0,10.23322372,11.88802868,0,5450.996077,9.374095912,0,0,281.4869005,0,0,0,0,0,646.4056616,0
URS000195EA1A_9796,3025.677152,0,2572.061343,0,1017.460426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1879.121903,0,0,0,0,0,0,2599.25893,0,0,0,0,0,409.2825041,0,398.773109,0,753.6994076,3292.172268,0,0,0,818.9577474
URS0000DF6C21_9796,2944.632228,10684.58392,4691.630413,9270.072303,10884.46037,0,23.44399321,10863.63439,1591.513299,24.42782776,2450.092767,3213.555212,0,1277.623531,2837.2059,7242.209122,900.6797797,915.3884012,0,588.9219134,0,2288.717706,0,1593.594511,0,0,817.1777379,2687.756639,16.47502188,2263.487747,0,2236.268418,1842.208128,12.59148589,379.3432078,11.90676705,1507.57018,2179.676652,891.6021512,1199.397474,0,581.1939466,958.582707,528.9594904,0,455.0132145,799.1029864,925.9234503,2614.434651,475.8665047,0,1714.692784
URS0000E00970_9796,4227.84352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587.5373704,0,0,0,0,0,0,0,0,0,516.2509216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URS000196D695_9796,2809.557355,0,0,1553.017294,11.83093518,12.70689574,0,326.5369874,0,1001.540938,0,0,0,0,1408.016361,0,0,0,977.421151,0,0,309.9305227,2200.063962,0,23.681906,920.3840596,0,1217.530785,0,0,1321.244635,0,0,1485.795335,0,0,3768.925449,0,0,0,0,674.9349057,635.4649406,664.5901289,1454.348986,9.891591619,381.3900617,582.9888391,0,434.4868087,0,0
URS0001955D07_9796,3479.297017,2376.507365,1561.694245,1129.944236,3857.288071,1351.288146,1899.614672,1972.950265,2267.139678,5655.784139,1045.25491,2011.940041,3284.776835,4067.922972,388.6330784,5875.912235,1266.025955,3291.189349,923.6195795,1262.338591,2055.123081,4230.20056,3988.00739,579.7692223,4061.755789,2243.29473,5558.227124,953.1280961,3912.644457,1452.703527,7179.987585,4144.078173,1034.661746,4223.628391,1035.64415,518.1614512,4186.83762,5975.428074,1869.469687,3324.401502,1474.982381,1320.658298,2769.941806,5435.795145,2184.011023,3993.971527,929.8626911,1728.488975,4413.5178,2355.330658,8494.547299,1802.874015
URS0000DF6441_9796,2255.750376,0,0,0,0,0,23.44399321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3245.756015,0,0,0,0,7.902983496,0,0,0,0,0,0,0,0,0,0,9.891591619,0,0,0,0,0,0
URS0000DF8A54_9796,986.0465717,0,0,0,11.83093518,1562.948177,0,0,0,0,0,1558.087375,0,0,0,0,0,828.2085535,818.6946393,1519.563949,621.6252116,0,0,0,1136.731488,0,0,1072.039685,0,0,839.1688897,0,23.0276016,0,1303.992277,0,0,1371.251979,0,0,0,0,0,990.1036615,0,0,0,0,1316.358705,0,0,0
URS0000E059F6_9796,979.2928281,0,0,0,0,0,0,0,481.3836521,0,7.562014713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.3383248,0,0,0,0,0,0,165.5187843,0,601.4220958
URS0000DF94B2_9796,1931.570682,0,0,656.4299904,11.83093518,1359.637845,0,1494.534673,1493.271737,24.42782776,0,0,2992.032976,1564.576409,10.58658918,19.89617891,11846.69629,7366.697134,0,0,5997.532134,1215.881282,4079.73026,0,0,24.87524486,3410.14556,1194.558506,1202.676597,4377.499889,3981.588562,18.330069,4766.713532,0,260.7984554,1381.184978,0,4420.752647,0,6316.826694,3671.332974,9.374095912,2757.271607,4082.482221,0,880.3516541,399.5514932,5075.432246,1224.944906,1200.011186,0,4018.011448
URS000195CE9E_9796,3310.574319,1342.518914,2819.12105,3883.391054,1494.167482,3311.883729,4150.97057,2674.427339,2635.844907,1307.169855,3285.196217,3527.355255,3715.077021,2697.226667,2570.861967,1704.702447,2986.706866,3030.858032,1779.422472,1782.638452,1148.250245,4784.131876,3490.158726,3051.269473,3243.589649,4439.503821,8951.508921,795.3045837,4048.42318,2371.385891,2493.669595,6430.932869,6640.594581,2997.92922,892.8938534,1289.002009,8558.934429,4615.010377,1962.558424,2817.501507,5003.693902,1840.068428,1312.074436,3310.584637,2707.034237,1390.429515,3549.167175,2708.191054,3105.124987,1977.03126,5484.17622,3973.506143
URS0000DFE49B_9796,1810.003296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.2648053,0,0,0,0,0,0,0,0,0
URS00019737FF_9796,1864.033245,0,0,0,11.83093518,0,0,0,19.64831233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340.1300048,0,0,0,0,0,0,0
