genes,64,67,73,60,68,76,62,54,55,61,75,63,59,53,72,58,74,56,70,71,65,77,66,78,69,57
URS000195BD73_9796,653099.0253,508348.763,735274.2228,637641.5276,756266.0545,743322.5331,654950.737,745509.3227,762073.2878,735471.8088,839844.4027,853718.4666,710908.6663,761149.539,717041.3436,836229.5021,697805.1735,600873.5201,576723.3058,499215.0841,733284.2523,713482.783,688926.7393,589559.1981,797733.3043,468879.0332
URS0001961D90_9796,36986.34869,2056.981776,1905.485714,4465.531136,1857.306926,14.34908946,16272.26002,24223.49964,3791.58924,7001.423567,1100.811271,21.293149,0,10.55684036,2312.658738,0,3337.40807,1572.73702,16376.70838,1640.73144,26.18160529,0,10196.9771,2332.508268,2478.120645,64.08165592
URS0001955027_9796,88792.23701,179574.5091,45556.23146,100399.3422,68964.73876,92824.25971,152242.5902,40314.67864,66779.57066,74011.25089,62655.51625,50006.96044,74132.49113,92335.40422,111197.5878,47584.13014,42559.46958,84635.0023,38573.78745,249717.287,96819.57636,77936.93863,55573.52521,42623.81181,51613.27136,332448.765
URS0000DF6C21_9796,18180.67234,102.8490888,2462.008525,0,3968.771643,0,15075.02638,1571.364341,16.41380623,0,1669.362147,10.6465745,0,1414.616608,13165.63582,1043.816836,15.03336969,4668.017326,22.130687,1824.167253,3246.519056,653.426666,0,5812.7587,14.24207267,1624.927704
URS000195E6F5_9796,4986.143139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162.82152,0,0,0,0,0,814.5266968,0,0
URS0000DFFE33_9796,9319.504307,102.8490888,12431.02585,3400.358571,19.55059922,789.1999203,16.86244561,12713.76603,16.41380623,9323.414674,5250.022985,3321.731245,0,2428.073283,17873.54825,3813.410839,14221.56772,3396.442714,37002.50867,1416.532113,706.9033428,0,0,12810.2835,6423.174775,448.5715914
URS0001969BD8_9796,7083.378833,0,0,0,0,2826.770624,0,0,0,0,0,10.6465745,0,0,0,0,0,0,0,0,0,0,1195.50766,0,0,100.699745
URS000194BD69_9796,2881.962956,34.28302961,704.727256,1843.5679,433.3716161,0,1503.568067,20.4073291,8.206903117,8.862561477,0,3.548858167,0,36.94894126,0,0,0,11.15416326,11.0653435,1017.632011,0,21.07827955,17.58099501,0,498.4725435,945.2044248
URS0000DFB9DE_9796,8027.829344,0,6.049160995,2881.428348,2267.86951,0,0,0,0,0,0,723.9670661,0,0,4856.583351,1099.487067,1758.904253,0,0,662.4071031,0,1117.148816,0,0,0,860.5250938
URS0001955D07_9796,2669.162599,3451.321566,2134.377283,1193.141691,1544.708231,350.5567449,1723.68481,741.0297702,1252.977966,1561.106725,2014.705077,1715.995828,6145.749315,765.5823587,2706.724103,596.1316442,1576.120422,2969.915905,4270.30096,1797.682228,2248.937429,632.7732451,6167.205019,4464.895779,1145.850575,5208.261698
URS0001958E62_9796,12583.41416,28386.34851,3665.791563,0,19.55059922,0,0,795.8858349,2659.03661,53.17536886,14189.57825,0,1704.888877,1045.127196,7383.988972,2546.913079,2525.606107,1388.693326,0,0,0,0,0,0,327.5676714,508.0759862
URS0001952375_9796,6541.708687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.1469447,0
URS000197810D_9796,6444.48584,0,0,0,0,0,0,0,0,0,0,0,0,0,1106.772396,13.91755781,0,0,0,0,26.18160529,21.07827955,0,0,0,0
URS0000E0166B_9796,3097.242117,0,0,1700.179286,0,1348.814409,0,0,1629.070269,1471.185205,0,5.323287251,3273.990144,1182.36612,3799.367927,765.4656794,0,0,0,0,13.09080265,621.8092467,17.58099501,758.9907857,7.121036336,0
URS0001979CCA_9796,6291.707081,0,0,0,0,0,0,0,0,0,0,0,0,1076.797717,0,0,0,0,0,0,0,0,0,0,0,0
URS000196E1AC_9796,3125.020073,0,0,0,0,7.17454473,0,0,4.103451558,8.862561477,0,5.323287251,814.725658,543.6772786,0,6.958778904,2623.32301,0,11.0653435,672.5979816,0,0,0,1925.24492,2492.362717,0
URS000195CE9E_9796,4690.172712,132.558093,1407.536213,2199.850573,1701.98503,2061.937025,6943.200968,743.688041,2186.709511,2644.980918,276.6975227,376.7234815,6568.53227,1044.993359,511.1449859,1504.965527,2531.966713,3333.134671,1907.808561,2982.428184,2380.120103,938.7851833,2871.80099,2820.765672,1101.337902,5160.48592
URS0000DF6CA1_9796,5930.59365,0,0,0,1759.55393,0,0,0,0,862.6226504,0,2.1293149,5.029170729,0,0,0,0,518.6685917,4426.137401,0,0,0,17.58099501,0,0,302.099235
URS00019644EE_9796,6027.816497,0,0,0,4457.536623,0,0,0,0,0,0,0,0,0,16.51899099,0,0,0,0,794.8885237,0,0,0,0,0,68.65891706
URS0001967716_9796,5833.370803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505.8787092,0,0,0,0
URS0000DF79B8_9796,5791.703869,0,0,0,0,0,0,0,0,0,1149.19858,0,0,10.55684036,2395.253693,0,1292.869793,2442.761755,0,0,1151.990633,0,1406.4796,0,0,828.4842658
URS0001974ED2_9796,5722.258978,0,0,0,0,0,0,0,0,17.72512295,0,0,0,0,0,0,0,0,0,0,0,990.6791388,0,0,0,0
URS0000E02DFA_9796,1990.780585,265.6934794,1824.55178,4128.681692,1952.616098,1382.773921,15332.18597,1343.482499,2394.797126,1971.919929,2029.242755,743.3336921,277.8616828,4939.181143,4007.231897,771.7285804,1087.413741,3318.224144,1297.63906,18884.43389,2464.811127,1642.349281,859.7106558,2024.328037,1964.327084,37761.30201
