genes,64,67,73,60,68,76,62,54,55,61,75,63,59,53,72,58,74,56,70,71,65,77,66,78,69,57
URS000194E912_9796,68965.51724,0,25172.95991,61974.32492,77821.01167,163522.0126,32495.90388,0,0,188753.0562,411.6920543,28027.41813,102651.8392,24260.06793,104891.3043,63708.75995,98688.75086,77897.25209,0,13284.05378,94976.45212,0,150606.254,23593.46642,32440.69659,18807.91833
URS00006B437C_9796,206896.5517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5444.646098,0,19219.13864
URS00006CE94C_9796,103448.2759,0,0,0,0,0,0,0,0,0,0,104188.8804,0,0,0,0,0,0,0,17033.58509,0,0,0,0,27089.65385,3982.344042
URS0000676066_9796,103448.2759,0,104526.1315,0,0,0,139268.1595,0,0,0,0,0,0,52401.74672,0,0,0,0,0,0,0,0,0,0,0,1038.872359
URS00006ACE58_9796,206896.5517,977995.11,383595.899,2656.042497,595330.7393,0,0,96085.40925,179916.318,190709.0465,251955.5373,146230.0076,103934.9872,125909.7525,327717.3913,180204.7782,345755.6936,83154.12186,519075.7657,12212.75912,223704.8666,235162.374,107211.2317,250453.7205,203674.0642,45450.6657
URS000068B4BE_9796,103448.2759,0,500.1250313,105356.3524,3891.050584,399371.0692,148279.6286,373665.4804,643421.6643,0,193495.2655,283320.6398,405474.7648,139495.3906,63586.95652,438680.3185,284334.0235,260931.8996,9672.219237,48422.51861,174254.3171,157894.7368,319081.0466,5444.646098,259191.1326,46143.24727
URS00006499F0_9796,103448.2759,0,0,0,0,0,0,0,0,293398.533,0,0,0,0,0,0,0,0,0,0,0,0,0,5444.646098,0,16535.38504
URS0000638269_9796,103448.2759,0,0,0,0,0,0,0,0,0,0,0,0,0,135326.087,0,0,0,0,51743.53206,0,0,0,0,0,0
URS00006620D9_9796,0,4889.97555,0,0,0,427672.956,0,0,0,0,113627.007,0,124465.355,0,0,0,0,0,0,0,0,0,0,0,54179.30771,7704.969994
URS0001BBFB97_9796,0,2444.987775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URS00006D56D7_9796,0,4889.97555,49012.25306,0,0,0,439104.3146,3558.718861,0,164303.1785,0,0,125748.503,19650.65502,0,117406.1433,107660.4555,0,0,0,70643.64207,67189.24972,0,0,18059.76924,154445.6907
URS00006C6B88_9796,0,4889.97555,128782.1955,0,157587.5486,0,0,0,1394.700139,0,87690.40758,0,0,727.8020378,202173.913,0,0,0,154755.5078,17997.75028,84772.37049,147816.3494,0,299455.5354,0,3419.621514
URS00006A7968_9796,0,4889.97555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2683.753593
URS00006878E2_9796,0,0,170042.5106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URS0000639F90_9796,0,0,136034.0085,0,0,0,0,0,0,0,0,0,0,31295.48763,0,0,0,0,0,0,0,0,0,0,0,5973.516063
URS0001BC4655_9796,0,0,500.1250313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URS0000E0153E_9796,0,0,166.7083438,0,163424.1245,0,58164.93719,0,929.800093,0,31700.28818,0,40205.30368,57738.96167,0,0,0,107048.9845,18269.74745,0,26687.59812,0,0,1814.882033,31771.81625,14601.92815
URS0000665302_9796,0,0,500.1250313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7098.961118
URS0000DF6A8F_9796,0,0,166.7083438,67286.40992,0,0,0,0,0,0,0,0,0,242.6006793,0,0,0,0,0,0,0,0,0,0,0,86.57269656
URS0001BC4CFA_9796,0,0,500.1250313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URS00006BC563_9796,0,0,500.1250313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2164.317414
URS0000658FB5_9796,0,0,0,285524.5684,0,0,0,0,0,0,88925.48374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1558.308538
URS00006C26A7_9796,0,0,0,201859.2297,0,0,0,0,0,0,0,0,0,61135.37118,0,0,0,0,0,0,0,0,0,0,0,2943.471683
URS000066C38E_9796,0,0,0,201859.2297,0,0,0,0,0,0,0,0,0,0,0,0,0,207885.3047,0,0,0,117581.187,0,0,38126.1795,45710.38379
URS00006611F5_9796,0,0,0,73041.16866,0,0,0,0,0,0,0,0,0,0,815.2173913,0,0,0,0,0,0,0,0,0,0,1471.735842
URS00006F1C2D_9796,0,0,0,442.6737494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24636.05823,0,0,0,57.71513104
URS00006C0A3C_9796,0,0,0,0,1945.525292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1606.941989,0,0,0,0,39129.50001,0
URS0000659E45_9796,0,0,0,0,0,6289.308176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URS00006DE79C_9796,0,0,0,0,0,1572.327044,1228.836701,0,0,2933.98533,0,0,0,0,815.2173913,0,0,716.8458781,0,193315.1213,0,0,3828.972559,0,501.6602566,104926.1082
URS0000670849_9796,0,0,0,0,0,1572.327044,0,0,0,0,0,0,0,0,0,0,0,0,0,46279.92929,0,0,0,0,0,9782.714712
URS000070DCA4_9796,0,0,0,0,0,0,63080.284,0,0,0,0,0,0,0,0,0,0,0,0,23782.74144,0,0,0,0,0,7618.397298
URS0000E05E9F_9796,0,0,0,0,0,0,56936.10049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2424.035504
URS000069C81A_9796,0,0,0,0,0,0,59803.38613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URS00006EC35C_9796,0,0,0,0,0,0,409.6122338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7618.397298
URS0000729F83_9796,0,0,0,0,0,0,819.2244675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URS0000680419_9796,0,0,0,0,0,0,409.6122338,0,0,0,0,0,0,0,0,0,0,0,1612.036539,0,0,0,0,0,12541.50641,822.4406174
URS00006F7AB6_9796,0,0,0,0,0,0,0,320284.6975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2683.753593
URS000068DD9A_9796,0,0,0,0,0,0,0,206405.694,0,114425.4279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7358.679208
URS0000723544_9796,0,0,0,0,0,0,0,0,165969.3166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URS00006E1B1E_9796,0,0,0,0,0,0,0,0,2789.400279,0,0,0,0,0,0,0,101449.2754,0,0,321.3883979,0,0,0,0,0,10735.01437
URS00006A6F67_9796,0,0,0,0,0,0,0,0,1394.700139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URS00006AE174_9796,0,0,0,0,0,0,0,0,1394.700139,0,0,0,0,0,0,0,0,0,0,96737.90776,0,0,0,0,0,36100.81447
URS00006389A1_9796,0,0,0,0,0,0,0,0,1394.700139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17401.11201
URS0001BC3C2F_9796,0,0,0,0,0,0,0,0,1394.700139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URS00006F81CB_9796,0,0,0,0,0,0,0,0,0,42542.78729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URS00006913EE_9796,0,0,0,0,0,0,0,0,0,2933.98533,0,60319.87814,0,0,0,0,0,0,219236.9694,0,0,0,0,0,0,86.57269656
URS0000624328_9796,0,0,0,0,0,0,0,0,0,0,119802.3878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URS0000637F6D_9796,0,0,0,0,0,0,0,0,0,0,112391.9308,0,0,0,0,0,0,0,0,0,0,0,0,130671.5064,0,10215.57819
URS00007283A0_9796,0,0,0,0,0,0,0,0,0,0,0,126123.3816,0,0,0,0,0,116129.0323,0,0,0,0,57434.58839,0,0,7272.106511
URS0000680A66_9796,0,0,0,0,0,0,0,0,0,0,0,81340.44174,0,0,0,0,0,0,0,0,0,0,0,0,0,11254.45055
URS00006C43A4_9796,0,0,0,0,0,0,0,0,0,0,0,75856.81645,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URS00006C78BE_9796,0,0,0,0,0,0,0,0,0,0,0,35186.59558,0,0,0,390.0536324,0,0,0,367.3010261,0,0,0,0,3869.950551,1168.731404
URS00006681F8_9796,0,0,0,0,0,0,0,0,0,0,0,59405.94059,0,0,1630.434783,0,0,0,0,23782.74144,0,0,1914.48628,0,0,43199.77559
URS00006DA150_9796,0,0,0,0,0,0,0,0,0,0,0,0,96236.09923,0,0,0,0,0,0,0,0,0,0,0,36119.53847,3462.907863
URS00006BCA10_9796,0,0,0,0,0,0,0,0,0,0,0,0,1283.14799,0,0,0,0,0,0,88703.19781,0,0,0,0,0,10994.73246
URS0000639CEF_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,81513.82824,0,682.5938567,0,0,0,0,0,0,0,0,501.6602566,1298.590448
URS0000DFDBF6_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,27899.07812,0,0,0,0,74153.68082,0,0,38073.90817,0,0,0,78.70245142
URS0000645166_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,63318.77729,0,0,0,0,0,0,0,0,0,0,0,0
URS00006A36BC_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,30567.68559,0,0,0,0,0,0,0,0,0,0,0,2553.894549
URS0000694FD3_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,62590.97525,0,0,0,0,0,0,0,0,0,0,0,0
URS0000729D54_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,60407.56914,0,1365.187713,0,0,3224.073079,0,0,0,0,0,0,0
URS00006E23E8_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,49490.53857,0,0,0,0,0,0,0,0,0,0,0,13678.48606
URS000068185A_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,66957.78748,0,0,0,0,0,0,0,0,0,0,0,0
URS000072A3BB_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,29112.08151,0,1365.187713,0,0,0,0,0,0,0,0,0,29434.71683
URS00006D7A0B_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,14192.13974,0,0,0,0,0,0,0,0,0,0,0,0
URS00006FE9FA_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,727.8020378,0,0,0,0,0,65241.84477,0,0,91895.34142,0,0,0
URS0000DF8A7C_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,363.9010189,0,0,0,0,0,0,0,0,0,0,0,0
URS0000698222_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163043.4783,0,0,0,0,0,0,0,0,0,0,1298.590448
URS00006B5684_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110580.2048,0,0,0,0,0,0,0,163339.3829,0,0
URS000070D58C_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14627.01121,0,0,0,0,0,0,0,0,0,0
URS00006B4AD2_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45051.19454,0,0,0,0,0,0,0,0,0,3116.617076
URS0000DFD7E6_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25938.56655,0,0,0,0,0,0,0,0,0,0
URS00006E4E35_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62111.80124,0,0,0,0,0,0,0,0,779.1542691
URS00006C2B02_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144802.8674,0,0,0,0,0,0,0,0
URS00006AA51C_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433.691756,0,37602.44255,0,0,0,0,0,39996.58581
URS000068EE84_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50457.97847,0,0,0,0,0,2250.890111
URS0000647E46_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39806.24871,0,0,0,0,0,4674.925614
URS00006916B6_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41780.49172,0,0,0,0,0,0
URS00006EB04D_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39209.38454,0,0,0,0,0,0
URS00006ED9ED_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35995.50056,0,0,0,0,0,2164.317414
URS000072AD04_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26996.62542,0,0,0,0,0,36100.81447
URS00006DEB8B_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9320.263538,0,0,0,0,12039.84616,0
URS000061CB95_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17354.97349,0,0,0,0,0,952.2996622
URS0000726E03_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321.3883979,0,110862.262,0,0,0,0
URS000065C410_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321.3883979,0,0,0,0,0,0
URS000071DE50_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37676.60911,0,0,0,0,0
URS000067C275_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68288.854,0,0,0,0,0
URS00007113B8_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65934.06593,0,0,0,23076.3718,0
URS0000659052_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65934.06593,0,0,0,0,3376.335166
URS00006F4E71_9796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47095.76138,0,0,0,0,692.5815725
