genes,14,11,16,7,3,24,19,8,12,2,10,51,50,22,18,42,28,35,17,21,52,49,6,27,39,45,20,38,5,43,34,23,36,41,33,1,9,13,47,25,37,4,29,31,30,32,40,48,44,46,26,15
URS0000537687_9796,479477.5519,518857.5407,257261.5887,267634.1402,98563.85569,331930.0051,97089.5926,5028.028265,290139.056,329613.6405,446267.9443,346142.1165,157180.0894,242979.6003,157357.3497,125890.6319,172955.5093,201071.4356,407406.684,201353.5514,150667.6728,209487.0079,201555.6189,241220.1392,389928.4847,117567.9647,96929.64953,227888.2915,183330.1255,241197.8722,304200.8751,55450.32707,327456.7789,336244.7532,330644.0744,334675.5395,75944.65063,220048.6176,140885.4018,213661.9975,76728.38684,100314.4361,228494.5454,231592.7011,502822.2245,128650.0326,194949.5277,197675.4795,252797.3942,184116.1739,58950.99068,183367.1868
URS000032B6B6_9796,254144.7424,211532.7088,593186.7769,173041.267,292463.1156,388625.8363,243131.6095,416540.7166,122580.8164,114267.5398,253478.7238,178998.3177,216223.1732,376484.1467,246304.5763,348511.9484,300044.4123,402937.5029,124421.3528,205569.7108,100824.2036,410713.1991,163372.3867,464571.4781,252530.1036,459962.1981,105612.9306,316389.3751,86848.87404,82583.60569,84840.9616,104185.0034,233071.7319,190693.0423,253781.3987,200126.2444,367526.082,300341.9776,444140.8199,130278.8534,195874.3268,354492.1096,378989.2848,164172.2473,128025.7981,395952.8955,285146.5887,104233.1175,193264.9021,579902.0185,405548.1388,256085.7244
URS0000676680_9796,39570.03652,0,287.4431159,50693.28792,33053.19395,154.4004117,8893.703139,39124.34493,171.5479548,387.9111438,550.7214451,147.5666263,49309.82335,18394.99088,23350.40529,879.6364169,0,22587.73326,24415.4931,8049.031561,26948.7358,41988.68131,162.0222017,16118.31653,41127.82808,567.5042543,29078.89486,149.9002093,51442.66942,31527.20782,40374.12123,19407.61447,36112.37489,21213.46045,25568.11971,59780.43377,639.264736,26220.40803,6708.828655,15495.46506,0,10126.98117,18067.27317,70606.55456,464.0484025,35091.62381,17652.30036,75698.08067,287.5965805,57323.20691,29475.49534,49424.08504
URS00006230A5_9796,25349.55464,395.0190641,2107.916183,35160.55627,93266.37674,205.8672156,108065.5516,35091.44726,44173.59836,0,0,196.7555018,46446.15335,55310.92033,51764.75391,123603.5772,112075.797,66180.52187,46975.40872,56385.8084,113352.3714,760.6645165,134154.383,115.5434877,305.6208032,34050.25526,45536.7416,44390.44864,78038.87946,99684.90608,68101.37161,10252.14936,79769.48741,39450.19338,10765.52409,27885.15886,0,77144.97949,70491.78987,20270.79706,85558.24088,27705.89187,564.6022865,0,45662.3628,31317.70981,8299.678064,48046.76948,383.4621073,14831.58067,0,32310.83596
URS000072A672_9796,67392.71844,23701.14385,6898.634782,127146.0316,83081.38093,45084.92023,102524.6334,113130.636,102928.7729,94650.31909,0,164684.355,157340.9698,0,206496.3553,0,52249.78882,57160.79437,58076.31958,0,55574.28184,0,137394.827,17678.15362,62346.64385,567.5042543,167607.519,136109.39,38844.46466,164766.4917,1106.140308,326787.2609,76205.64149,13001.79834,77575.10004,5734.630983,256655.6591,105461.0886,89832.85199,223563.5022,271746.3701,104900.2389,83561.13841,85496.37219,30936.56016,38124.23327,141218.4029,286048.0468,263438.4677,1278.584541,83224.92801,118004.7922
URS00006CD60F_9796,64301.30934,0,0,0,384.3394646,0,0,62850.35331,1029.287729,0,0,0,0,0,48388.7917,0,59042.26137,0,0,62348.054,0,0,10369.42091,346.630463,0,0,109045.8557,0,89762.20889,0,0,0,0,0,33563.10451,135403.3013,0,579.456531,0,92388.05582,0,0,0,960.6333953,525.9215228,0,0,0,0,0,0,0
URS000065A0A5_9796,1970.773303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URS0000E05890_9796,19785.01826,0,10156.32343,12989.81102,3733.58337,0,0,0,23158.9739,0,122.3825434,0,0,77623.5471,0,146.6060695,0,9910.944185,10873.03293,0,0,0,8209.124885,0,0,0,0,0,37794.61427,0,221.2280616,0,0,114.0508626,0,0,474.8823753,96.57608849,0,0,0,0,2917.111814,0,38.6707002,11346.498,15599.50152,0,18022.71904,0,8916.956573,0
URS0000639EBD_9796,8243.757608,0,9198.179709,0,0,102.9336078,0,21369.12012,0,5172.148584,0,23315.52696,0,0,0,0,27169.89019,12138.9859,8919.793477,85.17493715,239.5443183,0,18254.50139,0,0,0,19991.74022,0,0,0,0,0,0,3353.095361,5857.711636,0,0,8402.119699,6790.643638,25728.31934,9134.331767,573.225349,282.3011433,160.1055659,7115.408838,192.5466327,0,12790.76632,9970.01479,4475.045893,0,0
