X	Sample_53	Sample_54	Sample_55	Sample_56	Sample_57	Sample_58	Sample_59	Sample_60	Sample_61	Sample_62	Sample_63	Sample_64	Sample_65	Sample_66	Sample_67	Sample_68	Sample_69	Sample_70	Sample_71	Sample_72	Sample_73	Sample_74	Sample_75	Sample_76	Sample_77	Sample_78
A0A061DBP6	11.0616616189816	9.20532217253104	8.92240953364027	9.48936843947708	10.5401676353857	10.8790783843042	9.99859120051755	10.892600006933	8.7166156861539	9.05607822184256	9.51373507577841	9.11286488198001	11.7767366747571	10.2148252830111	11.4771613971728	10.8662330693162	11.817353805309	11.1331000117877	9.37666098326506	10.8519373162618	9.78473247997631	11.337083990735	11.7567300375431	11.0124197430446	10.7272713788873	9.8893395384227
A0A3Q2GSM3	12.2936476313709	12.017080864969	11.1505251588827	10.625385329817	12.2648276902705	10.4328304571012	12.126111333179	11.6264391962876	9.85637272965788	10.5903748576988	11.1937083248466	11.5396326555107	12.0548140354316	11.0086338241952	12.5059387155315	11.3142859286105	11.4567908483222	12.0680926366344	10.466874535938	11.0396529072044	9.66063471700133	12.1848448383673	11.5222968813219	11.4744382910402	10.8645301718052	11.7932139786816
A0A3Q2GVV2	NA	6.19513144726124	NA	NA	4.8007965814204	6.31757133014819	NA	6.94227264673289	NA	6.80159030584924	4.15308222443702	5.95835155313991	7.08246889557382	NA	6.82798592364825	4.80198753363224	7.30171968758314	6.54475647654579	NA	NA	NA	6.50561787748514	6.31633759557482	6.71030271531756	5.36687921123322	NA
A0A3Q2GWC9	1.10649421357273	3.27075493440924	2.34613599128833	1.39752465268891	NA	4.2057718299114	NA	NA	NA	NA	NA	NA	1.7755058494775	1.92112383625649	NA	3.45224635463958	1.10536811780807	1.60423835780171	1.94280183442005	2.63002201531925	NA	NA	0.833710905845252	1.59358001405876	NA	NA
A0A3Q2GX72	4.87174303717962	NA	4.58181972398716	NA	4.36061622664727	NA	2.81190911760763	4.37321838390195	NA	NA	NA	7.49789780457425	3.56467450912003	NA	4.36429310289636	NA	3.91178524064291	4.73841864668993	NA	3.77562188885827	4.25887224220786	4.49377277076862	5.49331091321855	NA	3.92981855357112	NA
A0A3Q2GXB1	9.602855182499	9.09952444719278	10.6372152730808	9.23075432130119	8.07096357701809	8.55972430741629	6.90965136978447	6.6339044975507	8.25337589315317	9.70397298553457	8.6831764791226	6.58332822209898	9.11286488198001	8.61168736220902	8.72209413804693	9.11286488198001	9.30371099307283	8.36179158562208	7.5690316544972	9.51807625810795	9.30810616120076	8.87331503695385	8.36760969813339	8.79478136299276	7.90819579726992	7.21713256765311
A0A3Q2GXX5	4.49377277076862	4.27875280705667	3.39526428826765	3.8735822063622	NA	4.82936345781948	NA	5.35676984328664	NA	3.94787417768738	NA	2.11814099751298	4.86347967705772	2.96891050610965	3.78370151357067	6.05029270747178	5.36256766105152	4.67560621766281	NA	5.64312234433643	NA	4.52835521801838	6.40633811007217	5.42018377473257	4.61411628272852	0.833710905845252
F6R810	2.76488807790939	3.88138202679187	3.27508269819346	NA	2.10396138602561	2.13913655958655	1.4286346961518	3.12042093871176	NA	3.068605147709	NA	NA	1.88552732874756	3.15951571113285	3.3895655695268	2.4364173083589	0.833710905845252	3.10927538367774	2.47292900487167	3.07755653975283	NA	5.97482394263988	3.40158986607	3.66409443752676	2.6102463964938	1.83639894745694
A0A3Q2H075	1.60153916685382	0.833710905845252	NA	NA	NA	1.99788689928144	NA	2.59037398330133	NA	NA	NA	NA	3.69756071426827	0.833710905845252	1.89987607132154	3.62937372067692	NA	2.00869038188181	NA	2.44477553399779	NA	NA	3.90463342978977	2.2532648122611	1.11708560076467	NA
A0A3Q2H1D2	11.2337206088906	10.5517593605117	10.2457739758981	10.8928846855336	9.60348782461788	13.4142464522884	9.68275153679961	11.1002479032368	10.7667587031532	10.9933115677201	10.8706019888274	10.1787602737375	11.4196355027853	10.605389724781	10.6599876695669	11.7567300375431	11.3463326974792	11.6636133528431	10.9628214151605	11.5066121332464	8.41991087555973	9.80501845250484	12.1311659923476	11.5780791509947	10.7968206896445	10.6218371876298
