X	Sample_53	Sample_54	Sample_55	Sample_56	Sample_57	Sample_58	Sample_59	Sample_60	Sample_61	Sample_62	Sample_63	Sample_64	Sample_65	Sample_66	Sample_67	Sample_68	Sample_69	Sample_70	Sample_71	Sample_72	Sample_73	Sample_74	Sample_75	Sample_76	Sample_77	Sample_78
A0A061DBP6	10.6663712553087	9.20802647894795	9.30117633091332	9.52418499637219	10.7800376246351	10.9148759160395	10.2593992970864	10.7945405168725	9.28350066760338	9.22467670467022	9.6486638089973	9.41488579055406	11.2525495976734	10.3668672844416	11.0857199719255	10.6652957244607	11.4093932010074	10.6287375374513	9.68616638191416	10.5375974447963	9.88315082754472	11.5025232713084	11.587747551507	10.6798053203997	11.1062464199028	10.1616726585147
A0A3Q2GSM3	12.4779643130584	11.8454907111337	11.4862188939958	10.9735235851651	12.4413398869573	10.4151640627051	12.4934347549237	11.9617321041267	10.1113386506343	10.9557551767157	11.3801388343602	12.1585481750064	11.8944588210307	11.4684763648727	12.4989474803661	11.0817741355317	11.1557865332096	11.7532681898241	10.7154057091014	10.7523181136061	9.81102010559336	12.1455514880812	11.3001491336632	11.424034953369	11.1674013592586	12.3938875998915
A0A3Q2GVV2	NA	6.10460255085803	NA	NA	5.13367509564728	5.98703808927561	NA	6.94046774797336	NA	6.9222951582065	4.04589548755027	6.12795347903798	6.87778867551262	NA	6.71611665336414	4.41204156017662	6.98645561328444	6.42902108407267	NA	NA	NA	6.32359194703924	5.65741982240683	6.36994703061307	5.44689883942642	NA
A0A3Q2GWC9	1.07683349139053	3.0311293082474	2.34106964672481	1.20117504463707	NA	3.67684362040775	NA	NA	NA	NA	NA	NA	1.44186012713601	1.48425387246162	NA	2.78042229369084	1.16396202226225	1.98800854598257	2.18341957023448	2.0456179192188	NA	NA	1.19450444763476	1.34470973405545	NA	NA
A0A3Q2GX72	4.68448636741135	NA	4.59250504720082	NA	4.50156172749384	NA	3.07894005105049	4.36445785229994	NA	NA	NA	7.42407745108159	3.25494367353326	NA	4.30620477305866	NA	3.77410821749278	4.68052691656194	NA	3.51454646943496	4.59027045596563	4.33251497350805	4.99876023434507	NA	4.04422450709078	NA
A0A3Q2GXB1	9.60039426867212	8.99837698918309	10.8665138732626	9.26020322149428	8.44259383824262	8.53840841889833	7.28121006576609	6.57878521204242	8.57965021208567	9.63111927221454	8.75891890660618	6.81999245217181	8.99921163599701	8.72614074231354	8.77758168627338	9.05405168172265	8.99800942903836	8.15332213609245	7.81583373992713	9.19774933436259	9.44757282877867	8.53794239498889	7.89943597517419	8.44736742445875	7.63646222442073	7.64920330961266
A0A3Q2GXX5	4.34206903230342	4.17672655798377	3.63894994787454	4.0007467686943	NA	4.49697079438923	NA	5.07454838908776	NA	4.15093163907987	NA	2.48669745285597	4.58914190643149	2.9396002022124	3.76355834733146	5.52978541297286	5.20762312613577	4.6644830961939	NA	5.18314510742343	NA	4.36721364779168	5.74118861030342	5.02408981048452	4.48517890439244	0.787772667760587
F6R810	2.59178545495618	3.79355261029576	3.44478496992582	NA	2.80247356798345	2.09203829356766	1.26483093185417	2.84699442622543	NA	3.4681928272345	NA	NA	1.56665886559989	3.31702354295837	3.51381373450365	2.11645096567445	0.977320782735414	3.23228627224812	2.51651500868447	2.6214034807652	NA	5.53644101838325	2.76206562071909	3.20054789131514	2.3887581932598	1.81958388403464
A0A3Q2H075	1.27564936723139	0.645245906423436	NA	NA	NA	1.76729190533609	NA	2.68270599223142	NA	NA	NA	NA	3.07219871358056	0.0747675425788292	1.72325630593374	3.03414810113328	NA	2.20594236846126	NA	1.93285528121348	NA	NA	2.88937187934617	1.6686145261614	1.16180587543479	NA
A0A3Q2H1D2	10.7977547554467	10.5285257541447	10.3538877990714	11.0132905161859	9.69184017926655	13.3126373917623	9.85253125266049	11.009503866283	11.3376099996869	11.2869657148659	11.1208185663129	11.0859404176474	11.0705157763955	10.758576074887	10.5961752288146	11.5387348009936	11.1353356578305	11.2821102022522	11.5389443965529	11.4816431377326	8.77473318051163	9.72093885975816	11.8632792342277	11.5201939277956	11.0988041428183	10.7250944408851
