X	Sample_53	Sample_54	Sample_55	Sample_56	Sample_57	Sample_58	Sample_59	Sample_60	Sample_61	Sample_62	Sample_63	Sample_64	Sample_65	Sample_66	Sample_67	Sample_68	Sample_69	Sample_70	Sample_71	Sample_72	Sample_73	Sample_74	Sample_75	Sample_76	Sample_77	Sample_78
A0A061DBP6	10.7808114353579	9.1305963578825	9.31785835270417	9.33021929137623	10.8233147792889	10.5063312035805	9.7735423313896	10.8304182896348	9.35290044946688	9.46509097014187	9.83736490736377	8.25509902802398	11.1880427310162	10.1272427048218	11.0139970185296	10.4437693075327	11.2649688249694	10.7668476431388	9.79680661837836	10.3619034113717	9.9751521357658	11.2809297742882	11.2736105332812	10.5327190244764	10.2056390662737	10.3986825721501
A0A3Q2GSM3	12.5870844656064	11.7198177353957	11.4526496995452	10.6890597474572	12.5056695079466	10.013137481937	12.0114365860113	11.9722553875386	10.1622691289041	11.0878923155148	11.5015336234803	10.8240874013304	11.8511807676307	11.2386344348637	12.4135698777134	10.924029282891	11.008517294366	11.8987769256116	10.7342336871468	10.5135272625134	9.91714868701768	11.9736059971418	11.0692493794363	11.3151065735285	10.3441182807297	12.6029861400253
A0A3Q2GVV2	NA	5.98875439766936	NA	NA	5.2847171489104	5.3913004187628	NA	6.99526340433177	NA	7.39492177220653	4.47397376439351	4.92194645912211	6.65734624321561	NA	6.55516455402325	3.90899215426889	6.71178396195037	6.67977136143802	NA	NA	NA	6.27281496024649	5.0311783927736	6.30585558599117	4.56339529536093	NA
A0A3Q2GWC9	1.06608175712186	2.71292859089001	2.96126596749602	1.2164292703634	NA	3.09994982683915	NA	NA	NA	NA	NA	NA	1.57437902523871	1.24637244932751	NA	2.59220266033318	1.09456702130228	1.87003728289254	2.03765680577929	2.13597175554176	NA	NA	0.870020878671286	1.28624237036903	NA	NA
A0A3Q2GX72	4.7374954290375	NA	4.90763677255815	NA	4.73853818622601	NA	2.55196324867518	4.18732767071381	NA	NA	NA	6.56866191562776	3.04865993002232	NA	4.12208097887743	NA	3.58916649049647	4.77599634799893	NA	3.28897496463339	5.13461431612484	4.36130511179141	4.29765092144959	NA	3.32733120436383	NA
A0A3Q2GXB1	9.66743779488415	8.93639355889053	10.9271757976767	9.07676787494425	8.3649841168416	8.24842076315231	6.81435874260477	6.65576094149396	8.80172488223326	9.99106611914321	8.92360515103691	5.54382474362577	8.94794550090328	8.55370065790604	8.75576098685239	8.77143357317772	8.94516366164758	8.34251146124552	8.11920102464649	9.1728129967509	9.55077361915568	8.28096416753968	7.5072042193533	8.33742680616485	6.76432744845348	7.83251389824642
A0A3Q2GXX5	4.38552891390845	4.05102018782647	3.97739691829662	4.11971743130598	NA	3.83080191291683	NA	4.8803049652833	NA	4.42682633735403	NA	1.67724144055822	4.4123010150403	2.90700406466424	3.57423683282823	5.03237883642526	5.03625363176458	4.74080316573579	NA	4.98303820136139	NA	4.40247059402867	5.06878046102554	4.92966401065655	3.79184504805804	1.1057301095223
F6R810	2.59543758587781	3.55761632085832	3.93189334746311	NA	2.99999500206299	1.4906788006123	0.618610796345286	2.5055215085379	NA	3.42832122848291	NA	NA	1.59052456722844	3.15430857075891	3.26418508482201	1.83942823436789	0.901013990476865	3.17527126682742	2.50369771804319	2.61247179664604	NA	5.583100288841	2.30975311476849	3.13198099229826	1.854944831749	2.19560271408585
A0A3Q2H075	1.26367036821137	0.319463967754159	NA	NA	NA	1.19331100517394	NA	2.26048424534824	NA	NA	NA	NA	3.21534398101796	-0.170321868195412	1.45547833722413	2.85487751858895	NA	2.08286743271772	NA	2.03281819237417	NA	NA	2.57751288580586	1.61204787351382	0.757644080909289	NA
A0A3Q2H1D2	10.9129365184216	10.4292006829539	10.3467312994562	10.7771076740426	9.74834023955474	12.8997177821412	9.36847757240598	11.028880980153	11.4023372118329	11.4693568948083	11.2742031330928	9.83539511617955	11.0183548741652	10.5220395198417	10.5145692464124	11.3510075064259	10.9877979651558	11.4221207001733	11.6056564197533	11.2735230042696	8.89246565077896	9.52348536884277	11.5910308232822	11.3915824329057	10.2330714463859	10.9657652159103
