X	Sample_53	Sample_54	Sample_55	Sample_56	Sample_57	Sample_58	Sample_59	Sample_60	Sample_61	Sample_62	Sample_63	Sample_64	Sample_65	Sample_66	Sample_67	Sample_68	Sample_69	Sample_70	Sample_71	Sample_72	Sample_73	Sample_74	Sample_75	Sample_76	Sample_77	Sample_78
A0A061DBP6	10.7084291182428	9.25532985882779	9.24329740428694	9.57691216971144	10.8557369468141	10.8696726677774	10.2752568827289	10.7671312733139	9.08486328753152	9.20725281358503	9.67431805276818	9.56345005542362	11.2903917329463	10.3384851392316	11.0672501680845	10.7153641060663	11.4836968601425	10.6344076452956	9.56758322909446	10.618045272419	9.82443482748033	11.5502834098212	11.6825324653322	10.6774119959525	11.1530454843418	10.1688217448021
A0A3Q2GSM3	12.5080143361404	11.8267347579659	11.4962622577001	11.0027097144809	12.5933442558528	10.3911629629724	12.5000799310915	11.8711045724799	9.94366841207152	10.8534091360377	11.3481591221298	12.3360614243339	11.9508843672011	11.4623104756488	12.4401638843469	11.1856349982435	11.2255835147733	11.7662013842286	10.5290556292538	10.7732108212731	9.76249319016682	12.2659783469894	11.4831241877538	11.4595934957839	11.2956309447593	12.4050856879223
A0A3Q2GVV2	NA	6.13510696905339	NA	NA	5.13523843337155	5.9069333556157	NA	7.05915173813045	NA	7.10729022516056	4.2797542208608	5.96610535629004	6.77776918227265	NA	6.69334979636176	4.31650590483523	6.90100720212891	6.54782077295557	NA	NA	NA	6.37574110721301	5.59139127915915	6.45166174225511	5.34349544447837	NA
A0A3Q2GWC9	1.02966869163144	2.88182217794532	2.53482950060173	1.06331380062822	NA	3.68380388897854	NA	NA	NA	NA	NA	NA	1.7150790299	1.35826085577224	NA	3.02710474318168	1.24739050191477	1.73866263885513	1.60940851656305	2.19996862681209	NA	NA	1.53108315793365	1.43337048963308	NA	NA
A0A3Q2GX72	4.6874887786963	NA	4.58894360500984	NA	4.57112163835964	NA	3.0958579653696	4.34432833523073	NA	NA	NA	7.74334267021041	3.18347870638852	NA	4.30661173466582	NA	3.75815506173154	4.64427372817872	NA	3.37990420041792	4.65524498622538	4.40070879666172	4.87564150548076	NA	4.07077904286776	NA
A0A3Q2GXB1	9.59917779696402	9.0624633727516	10.9417002233133	9.31097189272756	8.31666878577875	8.67898772814555	7.33335744352709	6.73090731984862	8.50002177625554	9.74079767380486	8.75524741235923	6.637274918445	9.05923073959174	8.74733921611495	8.85202914396731	9.07781182570362	9.14885927933042	8.21036176696878	7.84694646655125	9.4011795522012	9.37124280654275	8.45062425365221	8.00740839409754	8.48269792877783	7.60969059606912	7.56544598429045
A0A3Q2GXX5	4.33682543643624	4.2107063427913	3.60720939478049	4.10966196689416	NA	4.39289607855415	NA	5.0143262110551	NA	4.09647865561349	NA	2.46421873169173	4.5416799294999	3.03747065491339	3.76920295487305	5.41652690259486	5.21461937759871	4.60908476014395	NA	5.11353812371638	NA	4.4432422722615	5.62808202748598	5.07583260009322	4.54906685330638	0.741130014784452
F6R810	2.55336200722951	3.72069759661211	3.55918692834862	NA	2.77548050963576	2.12244621162423	1.17379793609495	2.71829157322366	NA	3.08360329495635	NA	NA	1.73116016379892	3.28754186045389	3.46505709008605	2.28998751694862	1.05258324077215	3.0437403267765	2.08740354083251	2.68759896893969	NA	5.66310613847974	2.93592218909364	3.27862301869792	2.55473282844921	1.84680477015827
A0A3Q2H075	1.2265257214309	0.504827027474069	NA	NA	NA	1.83393204412927	NA	2.48137984881156	NA	NA	NA	NA	3.34949781832547	-0.074282616483469	1.69080269083903	3.28431614176284	NA	1.95146730320845	NA	2.09440555659172	NA	NA	3.19719256138693	1.7590901887922	1.42489443797645	NA
A0A3Q2H1D2	10.8400650018624	10.5449984644291	10.3291246403257	11.0950962172419	9.74545765466819	13.1918001704854	9.87255804653281	10.9590128574864	11.2594801693765	11.240363664259	11.1195073589741	11.2690034731782	11.1213807979911	10.7376987121447	10.5773355243967	11.6037323630556	11.204729923595	11.2896022362712	11.4228306589991	11.5509588833914	8.66823851459353	9.73443637792768	11.9922597892716	11.5360492145144	11.1812913013332	10.744126565559
A0A3Q2H306	8.34389207240255	9.64208801298682	7.30706246348093	11.0153048010314	9.78803711139683	11.0976619637322	10.5376741377275	NA	7.77585033960399	9.89786213460547	7.64172962938782	11.5669303462904	7.66290860723775	8.6638168699719	8.97459764878096	8.51191030047085	7.19348516538854	5.71879959297978	9.76615212466129	8.99716494184168	NA	8.42786707211895	5.3836945099461	8.1236512788105	12.2718547849892	NA
A0A3Q2H3F6	10.1628322231534	10.2887198281433	10.5081572037359	10.7324148670874	9.59636576659603	9.74038754133594	9.55417261665813	9.5586199248558	9.54289748475728	11.1675402196006	10.4209490695883	10.5679755828351	10.1972776533074	10.0186744875024	9.57880075392463	10.8015281927933	10.3255310196521	10.4142806549635	9.7460488021487	11.2432379376289	10.3450718640468	9.81107193726548	9.83456723614982	10.4357487614626	9.81946197128295	9.80086439867702
